aurl,a,b,c,alpha,beta,gamma,density,enthalpy_formation_atom,spacegroup_relax,volume_cell,avg_en_dev,avg_mendeleev,p_fraction,group_std,num_unique_elements,num_constituent_atoms,egap
MCL/Ca3Hf1O9Si2_ICSD_79452,10.27244,7.4163101,10.501494,88.743907,90.0,90.0,4.14296,-3.18194,14,799.849,1.3200,15.4667,0.5556,6.0694,4.0000,15.0000,4.6827
MCL/C4H9N1O4_ICSD_110442,10.273859,5.639426,12.00046,81.642555,90.0,90.0,1.30466,-0.601107,14,687.907,0.7017,4.0000,0.5000,7.2355,4.0000,18.0000,3.2082
HEX/Al1K6Na3Sb4_ICSD_401209,10.276049,10.276004,10.572959,90.0,90.0,120.00015,2.80809,-0.523834,194,966.89,0.7283,26.0000,0.4062,6.7807,4.0000,14.0000,0.7457
MCLC/Br2Hg3S2_ICSD_82787,10.282486,10.282486,9.7398035,89.453255,89.453255,55.81023,6.43886,-0.333395,12,851.769,0.6400,48.8571,0.2903,2.4398,3.0000,7.0000,1.5309
MCL/F2O3S1Xe1_ICSD_10357,10.283969,10.445,10.602363,90.0,90.0,90.0,2.90861,-0.919007,61,1138.86,0.8400,16.0000,0.6957,0.7868,4.0000,7.0000,2.4555
TRI/Ca3Na2O16Si6_ICSD_39004,10.287216,7.3039516,10.799753,70.295016,78.239025,80.895273,2.63556,-2.85525,2,744.373,1.4050,10.8889,0.5938,5.5493,4.0000,27.0000,4.3091
ORCI/B1F22K3Na4Si3_ICSD_160430,10.28896,10.28896,10.28896,148.1628,126.00626,64.060363,2.60811,-3.11045,44,459.867,1.4860,10.4848,0.6648,6.5228,5.0000,33.0000,6.8731
ORCI/Ba6F26Mg7_ICSD_50217,10.292957,10.292957,10.292957,146.56667,106.50924,83.183064,4.40163,-3.70269,71,561.384,2.0600,16.7692,0.6250,7.1635,3.0000,39.0000,6.8136
MCLC/Br2Hg3Se2_ICSD_99092,10.295969,10.295969,10.042636,89.400221,89.400221,55.686438,6.94619,-0.375841,12,879.252,0.6400,54.0000,0.2903,2.4398,3.0000,7.0000,1.3157
TET/Li1O3Rb1Zn2_ICSD_67145,10.296665,10.296665,3.422045,90.0,90.0,90.0,4.96441,-1.46573,136,362.81,1.4217,17.7143,0.2727,6.7788,4.0000,7.0000,2.5859
RHL/Sb2Se2Te1_ICSD_60963,10.304688,10.304688,10.304688,23.320656,23.320656,23.320656,5.83465,-0.317996,160,150.559,0.3333,44.4000,0.6429,0.5477,3.0000,5.0000,0.4476
MCL/As8S9_ICSD_98792,10.307734,9.6238138,10.729613,79.108786,90.0,90.0,2.8213,-0.13464,13,1045.2,0.4000,24.0000,0.6383,0.5145,2.0000,17.0000,1.7288
BCT/K5Te3_ICSD_96743,10.308664,10.308664,10.308664,95.701848,95.701848,143.25407,3.08778,-0.97193,87,621.986,1.2800,31.3750,0.5217,7.7632,2.0000,8.0000,0.1625
MCL/F8I1O2Sb1_ICSD_201199,10.312572,5.9872769,13.083354,77.012494,90.0,90.0,3.65069,-1.58942,14,787.157,1.0950,16.0000,0.7000,0.6513,4.0000,12.0000,2.2702
ORCC/Hg2O3Se1_ICSD_412303,10.313919,10.313919,5.2442458,90.0,90.0,112.8178,6.82208,-0.58588,36,514.21,0.9600,36.3333,0.3333,2.0656,3.0000,6.0000,2.2985
HEX/O6Rb2S2_ICSD_15966,10.3155,10.3155,6.6541413,89.998044,90.001956,120.00294,2.68953,-1.67841,150,613.183,1.7467,15.4000,0.6400,6.7082,3.0000,5.0000,5.0460
BCT/Al4Bi4Cl16S4_ICSD_414154,10.315151,10.315151,10.315151,107.74422,107.74422,112.98336,3.23107,-1.19635,82,842.503,0.8683,25.7143,0.6667,1.5275,4.0000,7.0000,2.8429
MCL/Ca3O9Si2Zr1_ICSD_79453,10.323409,7.4400752,10.530208,88.937689,89.999482,90.000035,3.38103,-3.13814,14,808.654,1.3150,13.3333,0.5556,6.0694,4.0000,15.0000,4.4592
TET/F3K1O1Te1_ICSD_411806,10.324242,10.324242,8.0552536,90.0,90.0,90.0,3.70851,-2.18991,86,858.609,1.8033,17.6667,0.6765,6.3875,4.0000,6.0000,4.2146
HEX/C6H6N9Na3O3_ICSD_407808,10.324528,10.324528,6.7952808,90.0,90.0,120.0,1.70019,-0.471986,190,627.305,1.1720,6.0000,0.5312,6.9422,5.0000,9.0000,3.8381
MCLC/Bi2O4Sr1_ICSD_80668,10.325683,10.325683,6.378044,84.518994,84.518994,24.534838,6.73111,-1.74404,12,281.026,1.6600,33.7143,0.6111,5.1870,3.0000,7.0000,2.6891
TET/Al1F3_ICSD_79814,10.326013,10.326013,7.2746974,90.0,90.0,90.0,2.87639,-3.54904,129,775.676,2.3700,10.0000,0.6667,2.0000,2.0000,4.0000,7.3104
TRI/Ba2C4H12N2O10S2_ICSD_59807,10.325781,6.9703079,6.9516784,67.481418,67.677628,79.403532,2.28181,-1.09113,2,427.123,1.0200,8.5625,0.5439,7.3595,6.0000,16.0000,3.6042
MCLC/Cl4Se1_ICSD_15578,10.329699,10.329699,16.16048,66.997058,66.997058,61.175469,2.17875,-0.393859,15,1346.1,0.6100,20.4000,0.7059,0.4472,2.0000,5.0000,3.0869
MCLC/Na2O7Sb4_ICSD_914,10.33028,10.33028,5.7664153,75.286632,75.286632,113.17469,4.26746,-1.57257,15,501.941,1.6733,21.6923,0.6250,5.5157,3.0000,13.0000,3.0673
BCC/Cr2Mn3O12Si3_ICSD_27379,10.332616,10.332616,10.332616,109.47122,109.47122,109.47122,4.26325,-1.82644,230,849.198,0.9850,13.0500,0.4615,4.0688,4.0000,20.0000,2.8646
MCLC/C3H8N4O5S3_ICSD_248300,10.334992,10.334992,10.152007,87.699897,87.699897,148.67335,1.64591,-0.45119,9,557.511,0.5940,6.1739,0.5682,7.0104,5.0000,23.0000,3.4750
TRI/O2Si1_ICSD_173142,10.335629,9.1684818,8.977135,81.023497,74.617608,55.922424,1.7624,-2.80656,1,679.34,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.5833
RHL/As2Te3_ICSD_68110,10.338222,10.338222,10.338222,22.861574,22.861574,22.861574,6.04367,-0.007673,166,146.347,0.0800,44.4000,0.6429,0.5477,2.0000,5.0000,0.3992
CUB/Ba1N4P2_ICSD_153060,10.338392,10.338392,10.338392,90.0,90.0,90.0,4.60394,-0.86751,205,1104.99,1.4333,16.2857,0.5625,4.9135,3.0000,7.0000,3.9100
BCT/O7Sr3V2_ICSD_71320,10.339892,10.339892,10.339892,157.8149,157.8149,31.576959,5.02619,-2.35827,139,157.504,1.6600,18.0000,0.4828,6.6652,3.0000,12.0000,0.2011
MCL/Al1F6Li1Sr1_ICSD_55053,10.341,5.104792,8.612109,91.567514,90.008273,90.004839,3.4425,-3.5815,14,454.451,1.6200,12.0000,0.6458,6.7165,4.0000,9.0000,7.1730
RHL/O2Si1_ICSD_170518,10.341744,10.341744,10.341744,83.660013,83.660013,83.660013,2.20256,-2.74793,148,1087.16,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.6460
ORC/K4P6_ICSD_33260,10.343537,8.5728169,8.4088272,119.36489,113.97234,78.509173,1.91416,-0.494326,70,593.781,1.3700,16.6000,0.5294,7.6681,2.0000,5.0000,1.0221
RHL/Co10Ge3O16_ICSD_79717,10.34744,10.34744,10.34744,33.857429,33.857429,33.857429,5.76041,-0.438837,166,306.455,1.0400,17.0345,0.3535,3.2887,3.0000,29.0000,1.5977
MCL/Ba1Mo1O6Se1_ICSD_82255,10.350346,6.3783586,8.5603241,85.00561,90.0,90.0,4.81624,-1.60652,14,562.992,1.3400,20.0000,0.5600,5.3852,4.0000,9.0000,2.9897
MCL/Al1As1Cu1O5_ICSD_91551,10.352786,5.7042156,7.4326738,79.68256,90.0,90.0,3.77526,-1.44755,14,431.836,0.9617,14.3750,0.4898,1.8851,4.0000,8.0000,1.6875
BCC/Al2Cd3O12Si3_ICSD_27384,10.354158,10.354158,10.354158,109.47122,109.47122,109.47122,5.18801,-2.31571,230,854.52,0.9500,15.4000,0.4444,1.6092,4.0000,20.0000,3.0603
BCC/Al2Ca3O12Si3_ICSD_24944,10.36015,10.36015,10.36015,109.47122,109.47122,109.47122,3.49528,-3.04462,230,856.005,1.2683,11.2000,0.5833,4.9852,4.0000,20.0000,5.0054
MCL/N2O5S3_ICSD_14151,10.361027,8.151841,8.6130981,68.501447,89.990543,89.999368,2.00375,-0.542995,14,676.862,0.5733,10.2000,0.6552,0.4216,3.0000,10.0000,2.7269
CUB/Bi1Rb3Se3_ICSD_85411,10.362062,10.362062,10.362062,90.0,90.0,90.0,4.19248,-0.956776,198,1112.6,1.1533,42.2857,0.5769,7.8921,3.0000,7.0000,2.0786
MCL/As1Ba1O6V1_ICSD_83629,10.362344,5.9016148,9.0261312,89.631037,90.0,90.0,4.32227,-1.88383,14,551.978,1.3667,17.7778,0.5625,5.5101,4.0000,9.0000,2.6659
CUB/Rb3Sb1Se3_ICSD_89608,10.364823,10.364823,10.364823,90.0,90.0,90.0,3.66879,-0.999806,198,1113.49,1.1533,37.7143,0.5769,7.8921,3.0000,7.0000,2.3059
MCL/C2H8N1O2P1S1_ICSD_110565,10.368457,5.4781299,13.806698,80.042654,90.0,90.0,1.21358,-0.537794,14,772.404,0.5867,4.9333,0.5000,7.3271,6.0000,15.0000,4.4800
TRI/F1H6N1Na1O4P1_ICSD_240974,10.372837,9.9536556,4.8709491,119.22134,90.759668,112.22735,1.32377,-1.3213,1,393.915,1.3227,5.7143,0.5625,7.7232,6.0000,14.0000,3.4705
HEX/F1O12Pb5V3_ICSD_184849,10.373379,10.373458,7.3001881,90.0,90.0,120.0032,6.8337,-1.56037,176,680.291,1.3600,27.8095,0.5526,3.8730,4.0000,21.0000,2.8175
HEX/Ba5H1O13P3_ICSD_62283,10.375456,10.375174,7.8073273,90.0,90.0,120.00054,4.51081,-2.79503,173,727.836,1.2767,19.5455,0.5865,6.3845,4.0000,22.0000,4.5184
MCL/Hg1O3Se1_ICSD_412547,10.378339,4.6642838,7.4949189,76.65791,90.0,90.0,6.16294,-0.645122,14,353.018,0.9600,27.6000,0.4444,1.7889,3.0000,5.0000,2.5938
BCT/C1K1N3O6_ICSD_20483,10.381549,10.381549,10.381549,99.167905,99.167905,132.94872,1.6729,-0.372036,109,750.912,1.3917,8.5455,0.6250,4.4231,4.0000,11.0000,2.1169
MCL/K4O8P2_ICSD_418250,10.385023,5.9777062,7.4948279,80.884665,90.0,90.0,2.50376,-2.09395,14,459.393,1.7467,12.1429,0.6129,7.2309,3.0000,7.0000,3.1957
MCLC/Ca2F2Mg5O22Si8_ICSD_22020,10.384761,10.384761,5.3316962,83.147981,83.147981,122.7147,2.89312,-2.9581,12,468.555,1.6180,10.4103,0.5938,5.3419,5.0000,39.0000,5.0062
MCLC/C1Cl18Rb4Zr6_ICSD_165401,10.387347,10.387347,10.06607,77.39652,77.39652,117.5892,2.92779,-1.89761,12,873.068,1.3733,24.1379,0.5823,6.8713,4.0000,29.0000,1.2657
BCC/C10Cs1_ICSD_657337,10.388705,10.388705,10.388705,109.47122,109.47122,109.47122,2.92069,0.193671,204,863.102,1.7600,10.4545,0.4878,3.9196,2.0000,11.0000,0.7461
BCT/Cl4F1Sb1_ICSD_74783,10.38899,10.38899,10.38899,99.251378,99.251378,132.72399,2.48708,-1.07163,82,754.624,1.2867,21.3333,0.7000,0.8165,3.0000,6.0000,1.4273
MCL/P1S3Sn1_ICSD_657344,10.387771,7.8509083,9.3782907,67.15874,97.161161,100.97536,2.36358,-0.108444,2,690.874,0.4133,22.6000,0.6296,0.8944,3.0000,5.0000,0.2509
HEX/Ba10O24P6S1_ICSD_410785,10.397168,10.397943,7.7553725,90.00093,89.998801,120.00212,4.51722,-2.86746,147,726.083,1.3400,20.9268,0.5900,6.0127,4.0000,41.0000,3.1258
MCLC/Ca2H2Mg5O24Si8_ICSD_9659,10.400048,10.400048,5.3411021,83.073633,83.073633,122.66396,2.86577,-2.77051,12,470.72,1.1540,9.9024,0.5833,5.8057,5.0000,41.0000,4.8623
RHL/Br1N1Zr1_ICSD_87797,10.401672,10.401672,10.401672,20.398129,20.398129,20.398129,5.13863,-1.62768,166,119.649,1.1400,27.3333,0.5000,7.0000,3.0000,3.0000,1.4569
TRI/Cu1Mo1O4_ICSD_22276,10.401929,8.4992326,6.8595696,79.023025,67.865142,75.984974,4.11044,-0.739972,2,541.699,1.0267,17.1667,0.3902,4.1833,3.0000,6.0000,1.5783
MCL/Cl2H1N1O4S2_ICSD_165233,10.403977,7.9755745,9.6031271,70.185908,90.0,90.0,1.8964,-0.693981,14,749.67,0.6120,10.6000,0.6607,4.8120,5.0000,10.0000,4.0461
ORC/P4S3_ICSD_648047,10.406658,11.412893,15.037699,90.0,90.0,90.0,1.6369,-0.196297,62,1786.03,0.3900,15.4286,0.6316,0.5345,2.0000,7.0000,2.8170
TRI/In1Li1Mg1Mo3O12_ICSD_63519,10.409324,8.6035646,7.0888909,78.23566,65.828858,75.607828,3.72998,-1.60324,2,557.266,1.1540,15.8889,0.5104,5.5117,5.0000,18.0000,3.1397
HEX/As3Cl1O12Sr5_ICSD_420299,10.411563,10.411501,7.3239002,90.0,90.0,120.00041,4.30051,-2.3505,176,687.544,1.4083,19.1429,0.5962,6.0710,4.0000,21.0000,3.8161
HEX/Si1_ICSD_189398,10.415164,10.415164,17.036372,90.0,90.0,120.00004,1.98153,0.0550076,194,1600.44,0.0000,14.0000,0.5000,0.0000,1.0000,1.0000,1.3751
MCL/Br1H4Na1O2_ICSD_34465,10.415398,6.6696961,6.8127792,66.487433,90.0,90.0,2.1263,-1.17917,14,433.973,1.3817,8.2500,0.5417,7.9418,4.0000,8.0000,4.2496
RHL/Hg9O16P4_ICSD_411299,10.417834,10.417834,10.417834,108.51802,108.51802,108.51802,8.06545,-1.27234,161,899.789,0.9600,31.3103,0.3393,1.8208,3.0000,29.0000,1.8599
TRI/B2Cs3Li2Na1O6_ICSD_36531,10.417973,7.400879,6.842331,103.63433,101.53964,96.168103,3.70662,-2.05664,2,495.663,1.2820,17.1429,0.5417,7.3887,5.0000,14.0000,3.4148
FCC/Si136_ICSD_56721,10.420088,10.420088,10.420088,60.0,60.0,60.0,1.98203,0.339606,227,800.017,0.0000,14.0000,0.5000,0.0000,1.0000,1.0000,0.5324
MCL/Ag2O3Se1_ICSD_78388,10.415686,4.991587,7.2162571,91.057733,90.0,90.0,6.06809,0.146171,14,375.115,1.0067,25.3333,0.3478,2.5820,3.0000,6.0000,2.5514
MCLC/Bi3Fe1Mo2O12_ICSD_45,10.420608,10.420608,5.3432314,75.800543,75.800543,69.259516,6.83949,-1.19043,15,517.943,0.8283,25.2778,0.5327,3.5448,4.0000,18.0000,2.4431
HEX/As3Ca2Cl1O12Pb3_ICSD_40092,10.422206,10.422225,7.1628337,90.0,90.0,120.00064,5.68776,-1.75091,176,673.803,1.1720,23.7143,0.6182,4.1610,5.0000,21.0000,3.4436
HEX/Cl2F12Pb7_ICSD_10402,10.427067,10.427004,4.0289107,90.0,90.0,120.0034,7.65747,-2.23493,174,379.337,1.1000,34.0952,0.6667,1.4491,3.0000,21.0000,4.2060
HEX/I1O12P3Pb5_ICSD_184846,10.429354,10.429371,7.4323394,90.0,90.0,120.00021,6.86788,-1.83257,176,700.117,0.6800,28.7619,0.6316,0.9258,4.0000,21.0000,2.3319
HEX/F1Ho3O12Se4_ICSD_419001,10.434843,10.434843,6.8455718,90.0,90.0,120.00032,5.25604,-2.06169,186,645.522,1.5233,22.1000,0.6330,4.7892,4.0000,20.0000,3.7089
BCT/Al4Bi4Cl16Se4_ICSD_414155,10.436136,10.436136,10.436136,107.66952,107.66952,113.13802,3.47793,-1.20428,82,872.272,0.8633,28.2857,0.6667,1.5275,4.0000,7.0000,2.6018
ORCC/P1Si1_ICSD_87149,10.438633,10.438633,15.130402,90.0,90.0,160.51281,2.13974,-0.196231,36,549.995,0.2900,14.5000,0.5556,0.7071,2.0000,2.0000,1.6517
RHL/Br9Cs3Ho2_ICSD_72791,10.439943,10.439943,10.439943,83.510193,83.510193,83.510193,4.30231,-1.95063,167,1117.53,1.4467,43.8571,0.6429,7.5825,3.0000,14.0000,4.2034
MCL/H12K4N4O12P4_ICSD_9096,10.442794,6.8600234,12.272264,86.07777,90.0,90.0,2.0462,-1.40129,14,877.099,1.2180,7.5556,0.5625,7.7046,5.0000,9.0000,4.3525
FCC/Br3C1Li1N2Sr2_ICSD_415051,10.443231,10.443231,10.443231,60.0,60.0,60.0,3.80964,-1.48475,227,805.359,1.2320,22.6667,0.5750,7.1667,5.0000,9.0000,3.9829
MCL/Ba2Ca1H6O16P4_ICSD_280058,10.443456,5.5544163,12.411417,79.558003,90.0,90.0,3.28657,-2.20658,14,708.03,1.2600,11.2414,0.5938,6.8249,5.0000,29.0000,5.4557
BCC/Mg3P2_ICSD_642725,10.444768,10.444768,10.444768,109.47122,109.47122,109.47122,2.04247,-0.70624,206,877.151,0.8800,13.2000,0.3750,7.1204,2.0000,5.0000,1.6126
HEX/Ba5Cl1O12P3_ICSD_8191,10.445873,10.445861,7.7412434,90.000004,90.0,120.00084,4.57182,-2.90544,176,731.521,1.4367,20.8571,0.5962,6.0710,4.0000,21.0000,5.0571
MCLC/Al2K2O24P8_ICSD_260827,10.449041,10.449041,5.140373,81.757164,81.757164,72.651112,2.4064,-2.3713,12,527.156,1.4067,10.4444,0.6354,3.5240,4.0000,18.0000,5.1897
RHL/Bi2Se2Te1_ICSD_54838,10.449665,10.449665,10.449665,23.646224,23.646224,23.646224,7.24547,-0.315256,166,161.226,0.3533,57.2000,0.6429,0.5477,3.0000,5.0000,0.7564
BCC/Al5Ho3O12_ICSD_33603,10.456544,10.456544,10.456544,109.47122,109.47122,109.47122,6.2012,-3.30662,230,880.121,1.4733,18.1000,0.5699,4.6237,3.0000,20.0000,4.6671
MCL/C1H8N6_ICSD_65190,10.459568,6.4394037,7.5615872,70.420205,90.0,90.0,1.44117,0.000479167,14,479.849,0.5600,3.7333,0.4762,7.1601,3.0000,15.0000,3.6097
BCT/Br2Cs2F2_ICSD_84022,10.460663,10.460663,10.460663,155.6223,155.6223,34.7458,3.95211,-1.84883,139,194.795,2.1267,33.0000,0.6667,9.2376,3.0000,3.0000,2.5258
MCL/Al1Mg1O5P1_ICSD_156823,10.459994,5.3138957,7.1929138,89.641407,90.0,90.0,2.69571,-2.74786,14,399.798,1.1617,10.0000,0.6000,4.8624,4.0000,8.0000,4.9795
TRI/Br18C1K4Zr6_ICSD_51111,10.463582,10.587582,10.877336,59.715809,66.121754,76.279909,3.76232,-1.57088,2,950.69,1.2733,32.8276,0.5823,6.8713,4.0000,29.0000,1.1770
ORC/Al2Sb6Sr5_ICSD_62304,10.466859,12.263123,13.505682,89.99843,90.0,90.0,4.68432,-0.916354,62,1733.54,0.7333,40.1538,0.4348,6.3690,3.0000,13.0000,0.7645
BCT/Fe2O6Sr3_ICSD_249015,10.46726,10.46726,10.46726,158.19755,158.19755,31.025288,4.94258,-1.78766,139,158.089,1.6600,19.4545,0.4138,6.4045,3.0000,11.0000,0.1690
BCC/O2Si1_ICSD_170508,10.468341,10.468341,10.468341,109.47122,109.47122,109.47122,2.7115,-2.57031,206,883.104,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,4.3006
MCL/As1Br3F6Te1_ICSD_200689,10.470968,8.2407326,12.739605,80.253086,90.0,90.0,3.41008,-1.54831,14,1083.41,1.0700,22.1818,0.7027,0.6467,4.0000,11.0000,3.0780
BCT/Ag1Cs1O1_ICSD_40160,10.472424,10.472424,6.3024721,90.0,90.0,90.0,4.93496,0.00050475,139,691.203,1.7667,36.6667,0.2222,7.6376,3.0000,3.0000,1.4567
ORCC/Cs2F5Li3_ICSD_245966,10.477652,10.477652,4.0522767,90.0,90.0,157.35122,3.6992,-2.75458,38,171.309,2.1267,16.4000,0.6250,8.4327,3.0000,10.0000,5.5887
RHL/Al7Te10_ICSD_62659,10.480566,10.480566,10.480566,89.795894,89.795894,89.795894,4.22603,-0.434303,155,1151.19,0.4900,35.9412,0.5802,1.5219,2.0000,17.0000,1.3893
BCC/Ca3Ga2O12Si3_ICSD_27387,10.482181,10.482181,10.482181,109.47122,109.47122,109.47122,4.01524,-2.71011,230,886.611,1.2350,13.0000,0.5833,4.9852,4.0000,20.0000,4.3289
TRI/O7Te3Tl2_ICSD_150779,10.483685,7.6610347,6.9636005,68.336788,70.434132,72.292869,6.26126,-1.00493,2,479.251,1.2133,31.1667,0.6364,1.1677,3.0000,12.0000,2.7920
MCL/B1Se3Tl3_ICSD_40375,10.483402,5.8767539,6.9255092,82.281414,90.0,90.0,6.7615,-0.32093,11,422.804,0.6200,50.0000,0.5333,1.6036,3.0000,7.0000,1.2363
RHL/Br9Cs3Y2_ICSD_37221,10.483863,10.483863,10.483863,83.250677,83.250677,83.250677,3.8077,-1.95101,167,1130.08,1.4467,39.8571,0.6250,7.5825,3.0000,14.0000,4.0250
BCT/C2Na2_ICSD_89527,10.484711,10.484711,10.484711,138.35993,138.35993,60.352187,1.8469,0.322338,142,503.505,1.6200,8.5000,0.4000,9.1924,2.0000,2.0000,3.4975
CUB/K3N11P6_ICSD_50211,10.487802,10.487802,10.487802,90.0,90.0,90.0,2.63253,-0.649764,213,1153.6,1.4800,11.2000,0.5795,5.1289,3.0000,20.0000,4.0114
HEX/C4Cl1N3_ICSD_246790,10.488672,10.488672,10.044977,90.0,90.0,120.0,1.30672,0.567258,176,957.019,0.4067,7.7500,0.5789,1.0351,3.0000,8.0000,4.3243
TRI/Ca1O3Te1_ICSD_260228,10.490544,14.241576,11.46854,102.06692,107.48351,84.808629,4.03552,-1.99443,1,1597.45,1.6267,19.2000,0.6154,6.2610,3.0000,5.0000,3.0823
RHL/Bi2Se1Te2_ICSD_43512,10.491545,10.491545,10.491545,24.019187,24.019187,24.019187,7.42845,-0.304248,166,168.128,0.3533,60.8000,0.6429,0.5477,3.0000,5.0000,0.1503
TRI/Li1Mo2O8Y1_ICSD_23313,10.493445,6.8140979,5.2501364,67.222222,81.485957,71.459667,4.20892,-1.91219,2,328.028,1.3867,15.8333,0.5000,6.0453,4.0000,12.0000,3.2283
HEX/Hg1Rb6S4_ICSD_639158,10.498668,10.498668,8.1194125,90.0,90.0,119.99948,3.60643,-0.936927,186,775.043,1.1733,33.2727,0.3810,7.5015,3.0000,11.0000,1.5988
BCC/Al5O12Y3_ICSD_20090,10.500168,10.500168,10.500168,109.47122,109.47122,109.47122,4.42435,-3.28122,230,891.183,1.4800,13.9000,0.5521,4.6237,3.0000,20.0000,4.4969
ORCF/O5P2_ICSD_82688,10.500182,8.4349297,6.4733239,88.531745,53.422253,38.046002,3.74909,-1.19222,43,125.74,1.2500,10.0000,0.6500,0.4880,2.0000,7.0000,4.2704
HEX/Hg1K6Se4_ICSD_639060,10.505072,10.505072,8.0371862,90.0,90.0,119.99955,3.2471,-1.01644,186,768.13,1.1533,30.0000,0.3810,7.5015,3.0000,11.0000,1.4114
HEX/As6Cl2O24Pb10_ICSD_182707,10.51068,10.510692,7.4536395,90.0,90.0,120.00072,6.93084,-1.34526,176,713.112,0.7683,29.6190,0.6316,0.9258,4.0000,21.0000,3.0580
RHL/Br1Hf1N1_ICSD_51773,10.511663,10.511663,10.511663,19.8721,19.8721,19.8721,7.70645,-1.7191,166,117.391,1.1600,38.0000,0.5000,7.0000,3.0000,3.0000,1.8906
HEX/Br2F12Pb7_ICSD_92293,10.513344,10.513416,4.0732724,90.0,90.0,120.00411,7.82886,-2.19557,174,389.889,1.1000,35.8095,0.6667,1.4491,3.0000,21.0000,4.0434
HEX/Ba4Br6O1_ICSD_391435,10.517692,10.517692,8.0699584,89.999966,90.000034,120.00039,4.48795,-2.37649,186,773.11,1.7000,40.1818,0.6071,7.5015,3.0000,11.0000,4.1599
MCL/Al2O9Y4_ICSD_51077,10.518457,7.4148477,11.255499,71.648161,90.0,90.0,4.41307,-3.40175,14,833.201,1.4800,16.9333,0.5278,5.7924,3.0000,15.0000,4.3634
CUB/Bi1K3Te3_ICSD_300183,10.523813,10.523813,10.523813,89.999579,89.999579,89.999579,4.04094,-0.80134,198,1165.52,0.8533,42.2857,0.5769,7.8921,3.0000,7.0000,1.5075
MCL/C1H4N1Na1O2_ICSD_830,10.526795,6.0049666,6.7305343,78.247475,90.0,90.0,1.35602,-0.758174,14,416.539,1.1720,4.8889,0.5000,7.5333,5.0000,9.0000,5.8385
BCC/Ca3Cr2O12Si3_ICSD_52394,10.527565,10.527565,10.527565,109.47122,109.47122,109.47122,3.70114,-2.59108,230,898.177,1.2600,12.3000,0.5294,5.4715,4.0000,20.0000,3.1646
HEX/Ba5Br1O12P3_ICSD_409482,10.529145,10.529149,7.7524545,90.0,90.0,120.00009,4.69159,-2.87545,176,744.313,1.4033,21.7143,0.5962,6.0710,4.0000,21.0000,4.9747
BCT/Al1F6K3_ICSD_262076,10.531228,10.531228,10.531228,99.898362,99.898362,131.01056,2.67362,-3.18815,87,802.026,2.1067,12.4000,0.6458,7.5542,3.0000,10.0000,6.3665
HEX/Al2Ba1O4_ICSD_75427,10.532401,10.532401,8.9798841,90.000001,89.999999,120.00035,3.93115,-3.06167,1,862.69,1.7000,16.2857,0.5625,5.1130,3.0000,7.0000,3.9452
RHL/Sb2Se2Te1_ICSD_52295,10.535095,10.535095,10.535095,22.806388,22.806388,22.806388,5.69866,-0.285766,166,154.152,0.3333,44.4000,0.6429,0.5477,3.0000,5.0000,0.5392
CUB/O2Si1_ICSD_170512,10.535672,10.535672,10.535672,90.0,90.0,90.0,2.04755,-2.79256,205,1169.46,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.5719
FCC/C60_ICSD_74523,10.53785,10.53785,10.53785,60.0,60.0,60.0,1.44623,0.372468,202,827.449,0.0000,6.0000,0.5000,0.0000,1.0000,1.0000,1.3537
MCL/C2H5N3S2_ICSD_37081,10.53824,5.4096544,16.002967,96.204413,90.0,90.0,0.990158,0.427522,4,906.957,0.4250,5.8333,0.5250,7.2342,4.0000,12.0000,1.4902
BCT/Ba4K1O1Sb3_ICSD_410747,10.538722,10.538722,10.538722,129.69946,129.69946,73.887689,4.7648,-1.39666,140,675.862,1.5033,44.8889,0.4333,7.1024,4.0000,9.0000,1.0160
TRI/Cl3N1W1_ICSD_165376,10.537459,8.4871708,8.4332035,70.737345,67.12962,57.589639,3.48713,-0.318446,2,579.459,0.5333,26.4000,0.5625,4.7749,3.0000,5.0000,1.9658
ORCF/As1Mo1O6Rb1_ICSD_280174,10.542508,10.031242,8.6373894,68.295254,62.13416,49.570586,3.82596,-1.40089,70,611.664,1.3133,17.7778,0.5625,5.6001,4.0000,9.0000,2.4251
MCL/O3Si1Zn1_ICSD_158516,10.5453,5.4292579,9.3249402,89.810765,90.0,90.0,3.51999,-2.25491,14,533.879,1.1933,13.6000,0.4118,1.7889,3.0000,5.0000,4.1079
RHL/Bi2S1Te2_ICSD_617050,10.547731,10.547731,10.547731,23.462668,23.462668,23.462668,7.1688,-0.290191,166,163.353,0.3733,57.2000,0.6429,0.5477,3.0000,5.0000,0.3621
CUB/K3Sb1Te3_ICSD_71301,10.550228,10.550228,10.550228,90.0,90.0,90.0,3.51727,-0.823196,198,1174.32,0.8533,37.7143,0.5769,7.8921,3.0000,7.0000,1.6917
MCLC/Br2P4Se3_ICSD_421007,10.55119,10.55119,13.261218,72.427202,72.427202,99.280659,2.6826,-0.222077,15,1288.97,0.5133,25.7778,0.6538,0.8333,3.0000,9.0000,2.2324
CUB/Br8Ge38P8_ICSD_22031,10.55243,10.55243,10.55243,90.0,90.0,90.0,5.1516,-0.183332,218,1175.05,0.6333,29.9259,0.5645,1.0834,3.0000,27.0000,1.4090
