aurl,a,b,c,alpha,beta,gamma,density,enthalpy_formation_atom,spacegroup_relax,volume_cell,avg_en_dev,avg_mendeleev,p_fraction,group_std,num_unique_elements,num_constituent_atoms,egap
ORCC/O15S2Sb6_ICSD_341,11.406675,11.406675,5.9688906,90.0,90.0,114.01238,4.84347,-1.43697,37,709.415,0.9267,19.9130,0.6515,0.4490,3.0000,23.0000,3.2348
RHL/Hf1I1N1_ICSD_51774,11.410316,11.410316,11.410316,18.700665,18.700665,18.700665,7.94992,-1.4222,166,133.43,1.1600,44.0000,0.5000,7.0000,3.0000,3.0000,0.9753
ORC/Cl6Hf1Te6_ICSD_414294,11.412158,11.434749,13.101392,90.0,90.0,90.0,4.49427,-0.845365,57,1709.67,1.2400,37.3846,0.6585,3.5027,3.0000,13.0000,1.0195
MCLC/Hg1S8Sb4_ICSD_639173,11.420635,11.420635,30.711547,76.236573,76.236573,20.106676,4.69275,-0.289903,15,1336.25,0.3867,31.6923,0.5500,1.1209,3.0000,13.0000,1.1273
MCL/As4Se4_ICSD_16106,11.422752,8.0324525,12.489731,76.934018,90.0,90.0,3.66248,0.0245047,14,1116.3,0.3700,33.5000,0.6364,0.7071,2.0000,2.0000,1.0613
MCL/Cd1O3Te1_ICSD_60067,11.424795,7.5983716,7.9755923,65.836722,89.999414,89.998872,6.05669,-1.06482,14,631.697,1.1667,24.8000,0.4444,1.7889,3.0000,5.0000,3.1032
ORCI/Mg1O1_ICSD_181460,11.433492,11.433492,11.433492,158.74139,148.71624,38.134867,2.85789,-2.65992,72,281.02,2.1300,10.0000,0.5000,9.8995,2.0000,2.0000,3.1272
MCL/Al1C3H10N1_ICSD_380174,11.433003,5.3491967,10.281402,81.128217,90.0,90.0,0.931225,-0.169113,14,621.261,0.7733,3.2000,0.3333,6.3546,4.0000,15.0000,4.7605
CUB/C4H12Si1_ICSD_248150,11.434679,11.434679,11.434679,90.0,90.0,90.0,0.783891,-0.229782,205,1495.11,0.4333,2.9412,0.3125,6.1057,3.0000,17.0000,5.6077
CUB/Bi2O3_ICSD_168814,11.442056,11.442056,11.442056,90.0,90.0,90.0,8.26428,-1.22363,205,1498,1.4200,38.0000,0.6429,0.5477,2.0000,5.0000,2.6055
BCC/Al2H12O12Sr3_ICSD_20529,11.4398,11.4398,11.4398,109.47122,109.47122,109.47122,3.0022,-1.81688,230,1152.48,1.3433,8.5517,0.5208,7.3520,4.0000,29.0000,3.8815
TET/Cd2Ge7O16_ICSD_100080,11.442367,11.442367,4.7184686,90.0,90.0,90.0,5.31639,-1.52225,117,617.779,1.1667,17.9200,0.5270,1.3013,3.0000,25.0000,2.1033
ORCF/P4Sr3_ICSD_38321,11.443701,9.3360191,7.7786335,83.393529,54.135465,42.471006,3.46573,-0.920737,43,370.613,1.2400,24.8571,0.4615,6.9488,2.0000,7.0000,0.9167
ORC/Cl6Te6Zr1_ICSD_414293,11.451746,11.472611,13.097339,90.0,90.0,90.0,4.12846,-0.822268,57,1720.75,1.2200,34.9231,0.6585,3.5027,3.0000,13.0000,1.0186
BCT/K1Si1_ICSD_641367,11.459738,11.459738,11.459738,124.65654,124.65654,82.107698,1.82319,-0.0576748,142,979.045,1.0800,16.5000,0.4000,9.1924,2.0000,2.0000,1.1831
MCL/F21Rb5Zr4_ICSD_9916,11.461781,8.0368522,11.767105,81.751736,90.0,90.0,3.6878,-3.48769,4,1072.73,2.1067,17.8000,0.6250,6.8863,3.0000,30.0000,5.6193
TRI/H4K2Na2O14P4_ICSD_62836,11.465231,8.0334134,8.0636705,90.031523,106.38493,95.273818,2.22932,-2.00266,2,709.252,1.3020,9.0769,0.6071,7.1081,5.0000,13.0000,5.2398
CUB/Ba3C60_ICSD_70063,11.471368,11.471368,11.471368,90.0,90.0,90.0,2.49189,0.225844,223,1509.54,1.6600,8.3810,0.4878,2.6186,2.0000,21.0000,0.1413
MCL/F5H3N1P1_ICSD_36010,11.478196,5.725194,10.691896,92.01961,90.0,90.0,1.35265,-1.00285,14,702.18,1.0350,7.0000,0.6458,7.4952,4.0000,10.0000,2.6142
BCC/Ge3O12Sr3Y2_ICSD_80582,11.479352,11.479352,11.479352,109.47122,109.47122,109.47122,4.85087,-2.6655,230,1164.48,1.3767,19.2000,0.5625,5.9125,4.0000,20.0000,3.1104
MCLC/Ca1Hf4O9_ICSD_108957,11.480635,11.480635,12.036409,67.895163,67.895163,79.19734,8.77274,-3.50964,15,1359.87,1.6267,27.1429,0.5000,6.1858,3.0000,14.0000,4.4459
ORCF/Bi2C2Ca1O8_ICSD_94741,11.480591,11.480591,4.5993845,78.444835,78.444835,16.948416,5.85372,-1.53835,71,173.057,1.3083,20.1538,0.6176,3.8213,4.0000,13.0000,1.1359
TRI/Fe6Na14O16_ICSD_2478,11.481517,8.3980306,6.0006713,70.552739,78.684749,68.757025,2.99222,-1.08564,2,506.633,1.6733,12.1667,0.4051,7.0398,3.0000,18.0000,1.9959
BCT/Bi2Cd1O4_ICSD_75404,11.493674,11.493674,11.493674,99.831813,99.831813,131.18457,7.58783,-1.13707,141,1040.58,1.1667,35.1429,0.4783,1.4639,3.0000,7.0000,2.8764
TET/Cl8N4P4_ICSD_33711,11.494985,11.494985,6.4822818,90.0,90.0,90.0,1.79733,-0.627152,86,856.534,0.6467,14.0000,0.6667,1.1547,3.0000,4.0000,3.8519
HEX/Mn1O4Rb1V1_ICSD_246201,11.499694,11.499698,9.2000758,90.0,90.0,120.00183,3.21944,-1.56242,173,1053.63,1.3233,16.7143,0.4324,6.4807,4.0000,7.0000,2.7626
MCL/Hg1Rb1Sb1Se3_ICSD_89018,11.500344,8.0024367,9.0950238,73.681086,90.0,90.0,5.33066,-0.58092,14,803.301,0.8733,45.0000,0.4167,5.9217,4.0000,6.0000,1.0600
HEX/Ge4O9Sr1_ICSD_82393,11.505161,11.505161,4.8400168,90.000122,89.999878,120.00145,4.68666,-1.88531,150,554.826,1.6600,17.0000,0.6111,3.6944,3.0000,14.0000,3.0119
TET/Ca2Ge7O16_ICSD_249322,11.506024,11.506024,4.7202335,90.0,90.0,90.0,4.48696,-1.92074,117,624.905,1.6267,15.6800,0.6094,3.8158,3.0000,25.0000,2.8043
MCL/Ba2Mg1O8P2_ICSD_59253,11.506028,5.5990955,15.146567,85.495708,90.0,90.0,3.33828,-2.73069,14,972.779,1.4217,16.7692,0.5938,6.0627,4.0000,13.0000,4.0345
HEX/Be1Cl2_ICSD_173560,11.514575,11.514585,8.405503,89.999812,90.000159,119.99818,1.23748,-1.44842,154,965.158,1.5900,12.6667,0.6250,8.6603,2.0000,3.0000,6.3539
MCL/As1C1F11S1_ICSD_67296,11.514509,6.3954857,11.923147,79.09233,89.969523,89.984985,2.52673,-1.78482,2,862.168,0.9050,11.0000,0.6957,0.9376,4.0000,14.0000,4.5924
RHL/Na6P4Pb3S16_ICSD_280724,11.527549,11.527549,11.527549,116.80016,116.80016,116.80016,3.32867,-0.709554,160,696.605,0.8483,21.6552,0.6119,6.0391,4.0000,29.0000,2.3332
MCL/As1F5N4S4_ICSD_14083,11.530069,5.8535627,7.9982503,70.585137,90.0,90.0,2.31037,-0.652105,11,509.122,0.9767,12.1429,0.6667,0.8771,4.0000,14.0000,1.7516
TRI/O2Si1_ICSD_410595,11.555607,11.671727,7.485749,94.724382,96.175869,104.85374,1.65621,-2.80585,2,963.859,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.6946
HEX/Ge4O9Pb1_ICSD_64910,11.555071,11.554915,4.8401175,89.999919,90.0,120.00045,5.71058,-1.56904,150,559.66,0.9533,20.1429,0.6216,0.9945,3.0000,14.0000,3.5317
MCL/C1H3K1N2O1S1_ICSD_16412,11.556676,5.6651198,10.265696,77.189615,90.0,90.0,1.31964,-0.149158,14,655.366,1.0433,7.3333,0.5333,7.5074,6.0000,9.0000,1.1043
TET/O2Si1_ICSD_171739,11.582186,11.577661,5.1943395,90.0,90.0,90.0,2.29186,-2.72277,114,696.533,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.6233
MCL/Na1O5Te1V1_ICSD_280886,11.586606,5.954596,6.9149772,76.671698,90.0,90.0,4.02801,-1.4967,14,464.239,1.3333,15.7500,0.5714,6.1120,4.0000,8.0000,3.0312
MCL/Li2S3Te1_ICSD_415120,11.588676,5.4209219,7.8997399,88.374361,90.0,90.0,3.18218,-0.682044,14,496.072,1.0667,17.6667,0.6154,7.7460,3.0000,6.0000,0.9734
TET/Br1.6Cl0.4Sr1_ICSD_35052,11.591132,11.591132,7.1550581,90.0,90.0,90.0,3.96686,-2.24581,85,961.313,1.4733,33.6000,0.6250,7.3193,3.0000,15.0000,4.4440
MCL/C1H7N3O3_ICSD_163085,11.594257,3.8135625,11.820603,77.184662,90.0,90.0,1.42172,-0.303942,14,509.634,0.7017,4.1429,0.5227,7.4303,4.0000,14.0000,3.3804
MCL/Al4Cl14Te4_ICSD_10323,11.602018,9.7287832,13.779051,84.490041,90.0,90.0,2.39125,-1.22912,14,1548.1,1.0333,22.6364,0.6716,1.5783,3.0000,11.0000,1.4355
BCC/Mg3Sb2_ICSD_181285,11.617734,11.617734,11.617734,109.47122,109.47122,109.47122,3.4822,-0.470222,206,1207.1,0.7400,27.6000,0.3750,7.1204,2.0000,5.0000,1.3181
FCC/C4F12Ge4Se6_ICSD_62224,11.62105,11.62105,11.62105,60.0,60.0,60.0,3.11281,-1.05513,227,1109.74,0.9850,17.8462,0.6579,1.3445,4.0000,13.0000,2.4062
MCL/As1S2Tl1_ICSD_653654,11.622147,6.326117,12.974566,74.389514,90.0,90.0,4.96547,-0.268579,14,918.743,0.6400,36.5000,0.6000,1.4142,3.0000,4.0000,1.6971
TET/Al1F3_ICSD_79816,11.629219,11.629219,3.6400224,90.0,90.0,90.0,2.83272,-3.55781,127,492.272,2.3700,10.0000,0.6667,2.0000,2.0000,4.0000,7.4218
MCLC/Ca1O9Zr4_ICSD_130054,11.633789,11.633789,12.189046,67.841611,67.841611,79.058727,5.16148,-3.3317,15,1412.87,1.6267,18.0000,0.5000,6.1858,3.0000,14.0000,3.8400
ORCC/Cl3Hg2K1O3S1_ICSD_419259,11.639281,11.639281,7.0734258,90.0,90.0,148.96453,4.21277,-1.10966,36,494.047,1.2800,27.0000,0.4429,4.9441,5.0000,10.0000,2.6599
MCLC/O64Si32_ICSD_84259,11.643215,11.643215,7.7355355,80.666836,80.666836,71.98883,1.63388,-2.80562,12,977.035,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.7008
MCL/Ca1O5Si1Ti1_ICSD_89742,11.643471,6.4581579,7.2354155,50.375021,90.0,90.0,3.10761,-2.57142,14,419.062,1.2800,12.0000,0.5500,5.9281,4.0000,8.0000,2.9956
TRI/C3H8N2O1_ICSD_400522,11.655238,6.3981222,11.127953,65.19593,73.414884,56.52674,0.93378,-0.318493,2,626.737,0.7017,3.4286,0.4444,7.0368,4.0000,14.0000,4.1717
MCL/P4S5_ICSD_23841,11.660114,6.9070417,7.2457085,67.334938,90.0,90.0,1.75277,-0.200765,4,538.481,0.3900,15.5556,0.6400,0.5270,2.0000,9.0000,2.4452
TRI/Ag10O13Si4_ICSD_10079,11.665495,8.1512835,9.2616021,80.452441,66.381393,73.482956,6.01649,-0.505181,2,772.251,1.0267,23.3333,0.2941,2.3321,3.0000,27.0000,0.7714
TRI/H8Na6O14P4_ICSD_79097,11.673043,6.060823,6.3960157,60.421437,72.686766,80.081251,2.1839,-1.68675,2,375.531,1.2567,7.6875,0.5763,7.5782,4.0000,16.0000,3.5943
MCL/As1Na1S2_ICSD_854,11.674428,5.6434228,6.0005159,90.054561,87.321036,90.08044,2.72532,-0.600057,2,394.904,1.1000,19.0000,0.6111,7.3485,3.0000,4.0000,1.3843
TRI/Cs5Sb8_ICSD_412155,11.677516,7.4648157,28.370939,82.80272,90.0,90.0,4.43563,-0.516259,14,2453.62,1.2600,52.5385,0.5333,7.0892,2.0000,13.0000,0.6054
HEX/Ba1O9Si3Ti1_ICSD_290233,11.675534,11.675534,9.9194974,90.0,90.0,120.0,3.51789,-2.76652,159,1171.05,1.3350,13.7143,0.5833,4.6315,4.0000,14.0000,3.5604
TRI/Hg3O8P2_ICSD_4273,11.681749,6.5232462,10.088833,80.599807,90.0,90.0,6.93323,-1.40081,14,758.475,0.9600,25.6923,0.4043,1.7059,3.0000,13.0000,1.4112
MCLC/C3Cs1N3Se3_ICSD_4101,11.684961,11.684961,5.8403864,86.864097,86.864097,137.87653,2.8135,0.146939,15,528.632,1.1250,19.6000,0.5870,4.5019,4.0000,10.0000,1.7522
MCLC/Al1Br1Cl4Sb2Te2_ICSD_174524,11.686002,11.686002,13.724947,81.625673,81.625673,42.314399,3.98324,-0.930778,15,1246.3,0.8020,32.2000,0.6667,1.3333,5.0000,10.0000,0.6044
MCLC/Al1Bi2Br1Cl4Te2_ICSD_174525,11.700936,11.700936,13.889762,81.004876,81.004876,43.412773,4.75293,-0.955544,15,1288.29,0.8080,38.6000,0.6667,1.3333,5.0000,10.0000,0.9446
HEX/Ba4C3Cs3F5O9_ICSD_262235,11.708588,11.708317,7.7183718,90.0,90.0,119.98815,4.43219,-2.58004,186,916.447,1.7860,21.8333,0.5982,6.7325,5.0000,24.0000,4.7183
MCL/Cl8N1S2Sb1_ICSD_73301,11.714128,7.7501659,16.561506,81.618816,90.0,90.0,2.15898,-0.426664,14,1487.5,0.6317,18.8333,0.6923,0.7977,4.0000,12.0000,1.8352
MCL/B1Br3P4S3_ICSD_165186,11.716915,7.0212784,9.0850362,70.497497,90.0,90.0,2.21836,-0.339008,11,704.524,0.5250,19.8182,0.6452,1.2060,4.0000,11.0000,2.6959
MCLC/Ge2Rb2Se5_ICSD_411029,11.718791,11.718791,9.6439942,79.474147,79.474147,90.067559,3.69082,-0.703252,15,1279.39,1.1533,34.2222,0.6000,6.4183,3.0000,9.0000,1.4909
MCL/I3Sb1_ICSD_30906,11.721901,7.9827507,8.7738354,70.596669,90.0,90.0,4.30991,-0.376811,14,774.365,0.6100,52.5000,0.6923,1.0000,2.0000,4.0000,2.1401
HEX/O2Si1_ICSD_170521,11.733447,11.733447,4.4401387,90.0,90.0,120.0,2.26159,-2.67654,162,529.393,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.4049
ORCF/Ba4Mg1N6Si2_ICSD_187335,11.738835,11.023291,6.546313,79.392592,67.368364,33.239044,5.74895,-0.393526,70,412.372,1.1733,23.5385,0.4583,6.4659,4.0000,13.0000,1.1383
MCLC/Al4Ca2H10O21Si4_ICSD_290137,11.74199,11.74199,9.3901815,88.820196,88.820196,44.330621,2.37379,-2.28925,15,904.485,1.0940,7.9512,0.5714,6.5913,5.0000,41.0000,4.9892
RHL/H12K2N6Zr1_ICSD_422676,11.7429,11.7429,11.7429,32.907117,32.907117,32.907117,2.07383,-0.468317,167,425.26,1.2550,6.2857,0.3750,6.4209,4.0000,21.0000,2.9559
FCC/Al2Cl1F25Sr10_ICSD_202936,11.746341,11.746341,11.746341,60.0,60.0,60.0,4.17468,-3.82311,227,1146.02,1.7733,17.0526,0.6346,6.6272,4.0000,38.0000,6.4202
MCL/As1C2F6H5O2_ICSD_407344,11.753919,6.4844824,10.444813,71.085478,90.0,90.0,2.2047,-1.22274,14,753.098,0.9680,7.5000,0.6250,7.2927,5.0000,16.0000,3.0573
TET/Br2Sr1_ICSD_262673,11.756797,11.756797,7.2806605,90.0,90.0,90.0,4.08272,-2.16837,85,1006.35,2.0100,36.0000,0.6250,8.6603,2.0000,3.0000,4.3076
MCL/K1Mo1O5Sb1_ICSD_153459,11.757025,5.832376,9.2871196,71.962813,90.0,90.0,3.69423,-1.54254,14,605.534,1.3283,19.0000,0.5476,5.8737,4.0000,8.0000,3.2562
TRI/Cs1Na3O4Pb1_ICSD_202237,11.757553,8.8241356,6.8749903,79.546077,76.483106,82.804452,4.62467,-1.31256,2,679.448,1.5583,22.4444,0.5625,7.7208,4.0000,9.0000,1.5277
BCT/O7S3Si2Y4_ICSD_261248,11.761946,11.761946,13.727757,90.0,90.0,90.0,4.33663,-2.86302,141,1899.14,1.2233,18.0000,0.5500,5.7038,4.0000,16.0000,2.4813
TRI/H4Na2O7Te2_ICSD_26536,11.762448,5.6872636,6.3783409,102.45773,93.396067,92.735424,3.33788,-1.25822,2,415.107,1.2717,12.4000,0.6000,7.6064,4.0000,15.0000,3.6908
TET/O2Si1_ICSD_170530,11.773714,11.773714,4.3821182,90.0,90.0,90.0,2.62796,-2.66105,85,607.451,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,4.9845
HEX/Ba1Ge4O9_ICSD_15674,11.774251,11.774421,4.8279734,90.000921,90.000547,120.00039,4.91315,-1.89958,143,579.651,1.7000,18.2857,0.6111,3.6944,3.0000,14.0000,3.0091
ORCF/As4Sr3_ICSD_100110,11.776527,9.552905,8.0973072,83.267122,53.667036,43.065842,4.55207,-0.940709,43,410.42,1.2300,35.1429,0.4615,6.9488,2.0000,7.0000,0.6253
HEX/Ba1Ge4O9_ICSD_83734,11.780626,11.780626,4.8292017,90.000459,89.999541,120.00095,4.90669,-1.89982,150,580.415,1.7000,18.2857,0.6111,3.6944,3.0000,14.0000,3.0024
TET/N2S4_ICSD_201218,11.785972,11.785972,4.2065142,90.0,90.0,90.0,1.77617,0.423689,102,584.323,0.4600,13.0000,0.6471,0.5774,2.0000,3.0000,1.6599
MCL/Cl3N3S3_ICSD_30558,11.794301,5.9091358,6.4927985,81.481815,90.0,90.0,1.8149,0.251178,11,447.518,0.3867,13.3333,0.6667,1.0000,3.0000,3.0000,2.6661
MCL/C2F6N4O6S4Se4_ICSD_66367,11.798118,8.6708975,9.923421,85.751741,90.0,90.0,2.40824,-0.672492,14,1012.38,0.6853,13.1538,0.6623,0.8623,6.0000,13.0000,1.5306
MCL/Cl8N6Sb2_ICSD_10353,11.811548,8.1274936,13.57731,79.356024,90.0,90.0,1.58452,-0.194422,14,1280.97,0.7400,17.5000,0.6667,1.0690,3.0000,8.0000,1.9283
HEX/N1O3Rb1_ICSD_60578,11.817804,11.817804,7.2273995,90.0,90.0,120.0,2.52126,-0.9932,145,874.151,1.7467,13.6000,0.6250,6.6106,3.0000,5.0000,3.1918
TET/C4F12P4_ICSD_23899,11.824063,11.824063,6.3903575,90.0,90.0,90.0,1.4866,-0.830335,137,893.426,1.1933,9.6000,0.6667,1.4142,3.0000,5.0000,1.0765
MCL/Ca1H6K1N3_ICSD_1359,11.828291,6.6657399,6.7638857,72.896017,90.0,90.0,1.65818,-0.520629,14,509.708,1.3100,6.0000,0.3750,6.4878,4.0000,11.0000,2.1502
MCLC/Hf3Rb4S14_ICSD_280635,11.836064,11.836064,13.906448,68.637699,68.637699,41.49916,3.70448,-1.12093,15,1188.92,1.1733,28.0000,0.5600,6.6826,3.0000,21.0000,1.9595
TET/Ge1N2Sr2_ICSD_188103,11.854476,11.854476,5.4244449,90.0,90.0,90.0,4.80709,-0.667759,135,762.29,1.3933,24.4000,0.4444,6.9498,3.0000,5.0000,0.0579
MCL/Al1Cl6I1_ICSD_26510,11.861781,6.3551024,7.4017292,81.240337,90.0,90.0,2.20783,-0.906836,4,551.455,1.0333,21.0000,0.6923,1.4142,3.0000,8.0000,2.2643
MCL/Ge4K4Se10_ICSD_300262,11.87205,10.038301,10.417626,89.752551,90.0,90.0,3.30728,-0.701647,11,1241.51,1.1533,30.2222,0.6000,6.4183,3.0000,9.0000,1.7829
ORC/Al2Cl8Te4_ICSD_421883,11.874161,12.316689,14.244045,90.0,90.0,90.0,2.70376,-1.04358,61,2083.2,1.0333,26.4286,0.6744,1.4639,3.0000,7.0000,1.3305
MCL/As2F12Hg4_ICSD_35412,11.874435,5.5983241,10.201631,88.018694,90.0,90.0,5.78293,-1.75912,14,677.768,1.3200,27.4444,0.4648,2.1794,3.0000,9.0000,0.7433
MCL/K6O1S6Si2_ICSD_73996,11.874674,8.4344982,8.8687259,67.796417,90.0,90.0,2.01559,-1.35513,14,822.397,1.4233,16.4000,0.5714,7.4111,4.0000,15.0000,3.1378
MCL/P4S5_ICSD_1995,11.882082,6.7856249,7.0969887,63.391034,90.0,90.0,1.84485,-0.187583,11,511.605,0.3900,15.5556,0.6400,0.5270,2.0000,9.0000,2.4540
MCL/Ag1O5Te1V1_ICSD_417774,11.882453,5.9453235,6.9185911,76.750581,90.0,90.0,5.11553,-0.855883,14,475.754,0.9333,20.2500,0.4615,4.0356,4.0000,8.0000,2.9207
